SBSCR_NBR,SOURCE_PATIENT_ID,EMPI,MBR_LST_NM,MBR_MIDL_INIT,MBR_FST_NM,MBR_GDR_CD,BTH_DT,CONTR_CURR_PLN_NM,CONTR_NBR,CONTR_PBP,CONTR_NBR_PBP,CURR_MBI,DTH_DT,RECORD_START_DT,RECORD_END_DT,MBR_ADR_LOC_ADR1,MBR_ADR_LOC_ADR2,MBR_ADR_LOC_CTY,MBR_ADR_LOC_ST_CD,MBR_ADR_LOC_ZIP_CD,SBSCR_CNTY_NM,MBR_DO_NOT_CNTC_FLG,ASSIGNED_PROVIDER_NPI,ASSIGNED_TIN
894660125,79775-8GG6G43XR54T,1020990244,THOMPSON,L,ANDRE,male,1998-03-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9KC4D79TY79,,01/01/2026,12/31/2099,9775 WASHINGTON BLVD,,NORTH RICHARDVIEW,NY,13299,,N,7150493670,371001847
894660125,79775-8GG6G43XR54T,1020990244,THOMPSON,M,CLAUDIA,male,1998-11-16,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9KC4D79TY79,,12/01/2023,12/31/2023,7188 RIVER DR,,WEST PATRICIA,NY,13292,,N,7150493670,371001847
973752300,76646-5TY6RY2JG60T,1022251839,SMITH,E,DAISY,female,1952-08-10,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8XW6YC3QD40,,01/01/2023,02/28/2023,5910 MAIN PL,,EAST JONATHANLAND,NY,14258,,N,5174384775,667564993
973752300,76646-5TY6RY2JG60T,1022251839,SMITH,T,SHEENA,female,1952-02-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XW6YC3QD40,,01/01/2024,12/31/2024,3341 RIVER ST,,STEVENBOROUGH,NY,14231,,N,5174384775,667564993
973752300,76646-5TY6RY2JG60T,1022251839,SMITH,H,SANDY,female,1952-01-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XW6YC3QD40,,01/01/2025,12/31/2025,141 PELHAM DR,,CHRISTOPHERTON,NY,14217,,N,5174384775,667564993
973752300,76646-5TY6RY2JG60T,1022251839,SMITH,D,JACK,female,1952-01-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8XW6YC3QD40,,01/01/2026,12/31/2099,406 MILL DR,,SOUTH ELIZABETH,NY,14227,,N,5174384775,667564993
973752300,76646-5TY6RY2JG60T,1022251839,SMITH,N,CALEB,female,1952-09-11,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8XW6YC3QD40,,03/01/2023,12/31/2023,161 OAK RD,,PORT KELSEY,NY,14277,,N,5174384775,667564993
441202382,32673-0IW2G13ZU25T,1020310388,SHELTON,,JOSEPH,female,1962-10-01,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7MY8D41CP58,,04/01/2023,07/31/2023,812 VALLEY PL,,WEST JOSEBERG,NY,14237,,N,9673116582,384802848
344180530,82190-9DK6B06FO40T,1024065363,HIDALGO TEJADA,,BRANDON,female,1956-12-05,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2HV9C08AE30,2025-01-17 00:00:00.000,01/01/2024,01/31/2024,9764 MADISON LN,UNIT 10F,LAKE RYANMOUTH,NY,11299,,Y,3689499866,666580828
729249666,10995-7Q56PR8DX27T,1024801774,PRISINZANO,A,DAVID,male,1947-04-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4U93UV8VG92,,01/01/2023,12/31/2023,6972 CEDAR LN,,NORTH JOSEPH,NY,14259,,N,3589460878,684633220
729249666,10995-7Q56PR8DX27T,1024801774,PRISINZANO,W,PETER,male,1947-01-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4U93UV8VG92,,01/01/2024,12/31/2024,8610 VALLEY RD,,NORTH VICKITON,NY,14217,,N,3589460878,684633220
729249666,10995-7Q56PR8DX27T,1024801774,PRISINZANO,R,MARY,male,1947-05-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4U93UV8VG92,,01/01/2025,12/31/2025,4346 FULTON RD,,JOHNBOROUGH,NY,14223,,N,3589460878,684633220
511140602,12612-8GW0QP9RH73T,1024063676,REYES LOPEZ,L,DAVID,male,1954-07-25,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3KY1KT7WA80,,01/01/2023,12/31/2023,5519 JEROME LN,,NEW GINA,NY,10033,,N,3641070314,568386547
511140602,12612-8GW0QP9RH73T,1024063676,REYES LOPEZ,E,ANGELA,male,1954-12-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3KY1KT7WA80,,01/01/2024,03/31/2024,3313 MAPLE TER,,JASONHAVEN,NY,10026,,N,3641070314,568386547
511140602,12612-8GW0QP9RH73T,1024063676,REYES LOPEZ,K,ALLISON,male,1954-02-10,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3KY1KT7WA80,,01/01/2025,12/31/2025,751 PARK LN,,WARRENMOUTH,NY,10086,,N,3641070314,568386547
511140602,12612-8GW0QP9RH73T,1024063676,REYES LOPEZ,H,ADAM,male,1954-12-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3KY1KT7WA80,,01/01/2026,12/31/2099,8787 MAPLE PL,,JONESSTAD,NY,10099,,N,3641070314,568386547
511140602,12612-8GW0QP9RH73T,1024063676,REYES LOPEZ,S,CONNIE,male,1954-11-01,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3KY1KT7WA80,,04/01/2024,12/31/2024,8287 PARK DR,,ANGELALAND,NY,10069,,N,3641070314,568386547
124491779,63338-1JB8CT8XP25T,1019953533,PENN,R,JONATHAN,female,1974-07-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NF8RX0TU50,,01/01/2025,12/31/2025,5063 HIGHLAND RD,,WEST ROBERT,NY,14052,,N,2569949560,684633220
124491779,63338-1JB8CT8XP25T,1019953533,PENN,E,MELODY,female,1974-02-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NF8RX0TU50,,01/01/2026,12/31/2099,9216 FULTON LN,,NEW AARON,NY,14003,,N,2569949560,684633220
124491779,63338-1JB8CT8XP25T,1019953533,PENN,K,GREGORY,female,1974-07-27,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8NF8RX0TU50,,04/01/2024,12/31/2024,9913 MAIN ST,,LAKE CARLVIEW,NY,14017,,N,2569949560,684633220
296698490,72743-9Y70TI4PN33T,1024802662,FIORITO,E,STACY,female,1967-06-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4C59WM4YN44,,01/01/2023,12/31/2023,7616 CEDAR CT,,WEST DARRYL,NY,14275,,N,2529610084,684633220
296698490,72743-9Y70TI4PN33T,1024802662,FIORITO,B,VERNON,female,1967-08-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4C59WM4YN44,,01/01/2024,01/31/2024,4506 TREMONT TER,,PORT ERIC,NY,14261,,N,2529610084,684633220
296698490,72743-9Y70TI4PN33T,1024802662,FIORITO,L,SARAH,female,1967-01-11,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4C59WM4YN44,,01/01/2025,12/31/2025,5743 RIDGE AVE,,GABRIELPORT,NY,14243,,N,2529610084,684633220
296698490,72743-9Y70TI4PN33T,1024802662,FIORITO,K,ZACHARY,female,1967-04-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4C59WM4YN44,,01/01/2026,12/31/2099,6706 RIDGE WAY,,NOLANBERG,NY,14231,,N,2529610084,684633220
296698490,72743-9Y70TI4PN33T,1024802662,FIORITO,T,NICHOLAS,female,1967-05-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4C59WM4YN44,,05/01/2024,12/31/2024,172 BROADWAY PL,,RICHARDBERG,NY,14278,,N,2529610084,684633220
254080122,75031-0N09WR9PG23T,1019950925,COLON,D,KATHRYN,female,1969-09-20,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8R76FV6YD40,,01/01/2023,09/30/2023,5050 ELM AVE,,HANSONSIDE,NY,14262,,N,9806077723,406304617
254080122,75031-0N09WR9PG23T,1019950925,COLON,J,ALLISON,female,1969-01-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8R76FV6YD40,,01/01/2024,12/31/2024,1669 FULTON RD,,SMITHTOWN,NY,14215,,N,8112175239,406304617
254080122,75031-0N09WR9PG23T,1019950925,COLON,S,CALEB,female,1969-12-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8R76FV6YD40,,01/01/2025,12/31/2025,4555 BROADWAY ST,,ANDREWHAVEN,NY,14225,,N,8112175239,406304617
254080122,75031-0N09WR9PG23T,1019950925,COLON,G,JOSEPH,female,1969-02-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8R76FV6YD40,,01/01/2026,12/31/2099,7799 RIVER ST,,NORTH LISA,NY,14229,,N,8112175239,406304617
254080122,75031-0N09WR9PG23T,1019950925,COLON,S,ERIC,female,1969-07-05,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8R76FV6YD40,,10/01/2023,12/31/2023,5436 PINE BLVD,,PORT CYNTHIA,NY,14217,,N,8112175239,406304617
810857845,30678-9L72N97PN11T,1019952918,COLON OCASIO,,CAMERON,female,1956-10-07,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2P07N98YN59,,01/01/2023,11/30/2023,5856 BROOK BLVD,,WEST SAMANTHAMOUTH,NY,14290,,N,5505308181,406304617
810857845,30678-9L72N97PN11T,1019952918,COLON OCASIO,,HEATHER,female,1956-01-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2P07N98YN59,,01/01/2024,12/31/2024,5868 RIDGE AVE,,LAKE CHRISTOPHER,NY,14244,,N,8112175239,406304617
810857845,30678-9L72N97PN11T,1019952918,COLON OCASIO,,CHRISTINE,female,1956-11-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2P07N98YN59,,01/01/2025,02/28/2025,3923 FLATBUSH ST,,SELENASTAD,NY,14289,,N,8112175239,406304617
810857845,30678-9L72N97PN11T,1019952918,COLON OCASIO,,KENNETH,female,1956-02-12,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2P07N98YN59,,12/01/2023,12/31/2023,172 MAIN DR,,SOUTH STEVEN,NY,14252,,N,8112175239,406304617
450905047,68720-3DJ8RA4LB08T,1018455614,PIPER,,GEORGE,female,1956-01-16,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4HX1YE5NC80,,01/01/2023,12/31/2023,7633 SUNSET BLVD,,PORT ERIKA,NY,10454,,N,7636745243,672323723
450905047,68720-3DJ8RA4LB08T,1018455614,PIPER,,ASHLEY,female,1956-02-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4HX1YE5NC80,,01/01/2024,10/31/2024,9417 VALLEY RD,,NEW TAYLOR,NY,10484,,N,7636745243,672323723
783569066,12947-0LJ9ZL6QR19T,1024063563,RAMIREZ,,ELIZABETH,female,1955-01-14,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9PX5TP0JY66,,01/01/2023,05/31/2023,5278 SUNSET PL,,PORT MATTHEW,NY,11709,,N,1035338772,641762827
783569066,12947-0LJ9ZL6QR19T,1024063563,RAMIREZ,,JESSICA,female,1955-07-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9PX5TP0JY66,,01/01/2024,12/31/2024,2429 BROOK LN,,WILSONPORT,NY,11719,,N,4457857716,641762827
783569066,12947-0LJ9ZL6QR19T,1024063563,RAMIREZ,,RICKEY,female,1955-07-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,9PX5TP0JY66,,01/01/2025,12/31/2025,3768 CEDAR WAY,,PORT JOANNLAND,NY,11732,,N,4457857716,641762827
783569066,12947-0LJ9ZL6QR19T,1024063563,RAMIREZ,,ERIC,female,1955-01-08,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9PX5TP0JY66,,06/01/2023,12/31/2023,2592 LINCOLN CT,,FERGUSONMOUTH,NY,11784,,N,4457857716,641762827
597053932,48883-6QA4B83SR39T,1020339047,LAURENDI,K,JOHN,male,1959-07-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4UM5C73PY67,,01/01/2024,07/31/2024,1059 PINE CT,UNIT 7D,EAST ROBERTOMOUTH,NY,14259,,N,2305922034,384802848
597053932,48883-6QA4B83SR39T,1020339047,LAURENDI,N,ROBERT,male,1959-08-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4UM5C73PY67,,06/01/2023,12/31/2023,5239 ELM TER,APT 16A,EAST MICHAELTON,NY,14242,,N,2305922034,384802848
828634829,11076-2U29QC8FM45T,1024065587,MEDINA,B,JENNIFER,male,1955-06-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,4Y70KG1AH22,,01/01/2024,02/29/2024,9544 VALLEY DR,UNIT 9G,ERICAFORT,NY,10459,,N,3641070314,568386547
828634829,11076-2U29QC8FM45T,1024065587,MEDINA,L,MICHEAL,male,1955-01-09,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,4Y70KG1AH22,,10/01/2023,12/31/2023,7069 VALLEY LN,STE 7D,AUSTINBOROUGH,NY,10497,,N,3641070314,568386547
170214318,10033-1TL6MM5TR01T,1024801846,DIER II,E,JESSICA,male,1978-02-04,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,7XD9HQ0MY59,,01/01/2023,07/31/2023,8275 LEXINGTON RD,,NEW ELIZABETHLAND,NY,14378,,N,2324947995,684633220
603703398,37084-7YG0ZD6JS96T,1022251031,FAZZALARO,G,ALLISON,female,1956-08-22,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6CC9TH4QJ17,,01/01/2023,12/31/2023,1635 HILL DR,UNIT 8F,EAST JOYPORT,NY,14095,,N,8371019836,667564993
603703398,37084-7YG0ZD6JS96T,1022251031,FAZZALARO,H,JASON,female,1956-10-21,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6CC9TH4QJ17,,01/01/2024,11/30/2024,5185 RIDGE WAY,STE 8C,LAKE DANIELPORT,NY,14021,,N,8371019836,667564993
603703398,37084-7YG0ZD6JS96T,1022251031,FAZZALARO,B,KYLE,female,1956-11-16,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6CC9TH4QJ17,,01/01/2025,03/31/2025,7860 JEROME TER,UNIT 19G,LAURABURGH,NY,14008,,N,8371019836,667564993
603703398,37084-7YG0ZD6JS96T,1022251031,FAZZALARO,F,KIMBERLY,female,1956-08-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,6CC9TH4QJ17,,12/01/2024,12/31/2024,6124 JEROME WAY,APT 20D,SOUTH KIMBERLYMOUTH,NY,14019,,N,8371019836,667564993
157227096,77395-9RU8UB2RN30T,1019952026,COLSON,S,CHRISTOPHER,female,1952-07-22,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2VU6PF2WN64,,01/01/2023,12/31/2023,1222 PARK AVE,,DAVIDMOUTH,NY,14298,,N,9833627913,415870032
157227096,77395-9RU8UB2RN30T,1019952026,COLSON,N,MORGAN,female,1952-04-04,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2VU6PF2WN64,,01/01/2024,12/31/2024,713 VALLEY ST,,LAKE HEIDICHESTER,NY,14210,,N,9833627913,415870032
157227096,77395-9RU8UB2RN30T,1019952026,COLSON,K,LYNN,female,1952-10-19,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2VU6PF2WN64,,01/01/2025,12/31/2025,1100 OAK BLVD,,CAMERONBURGH,NY,14287,,N,9833627913,415870032
157227096,77395-9RU8UB2RN30T,1019952026,COLSON,F,KELLY,female,1952-05-14,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2VU6PF2WN64,,01/01/2026,12/31/2099,2291 FULTON PL,,SOUTH JAVIERSTAD,NY,14266,,N,9833627913,415870032
408903612,10936-5D11HB8TH12T,1019950677,CAESAR,,TINA,female,1955-08-02,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3H29AF2MA41,,01/01/2023,12/31/2023,4218 TREMONT PL,,HAMMONDVILLE,NY,11252,,N,1442703865,180713949
408903612,10936-5D11HB8TH12T,1019950677,CAESAR,,PETER,female,1955-10-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3H29AF2MA41,,01/01/2024,12/31/2024,7220 FLATBUSH TER,,DAVISHAVEN,NY,11208,,N,1442703865,180713949
408903612,10936-5D11HB8TH12T,1019950677,CAESAR,,MICHAEL,female,1955-07-22,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3H29AF2MA41,,01/01/2025,12/31/2025,3936 MAIN CT,,SOUTH CHELSEABERG,NY,11272,,N,1442703865,180713949
408903612,10936-5D11HB8TH12T,1019950677,CAESAR,,KAREN,female,1955-01-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3H29AF2MA41,,01/01/2026,12/31/2099,4524 JEROME PL,,NORTH SARAHVILLE,NY,11278,,N,1442703865,180713949
394956646,99282-4N63PS9VF18T,1019953638,PEACH,,KATHERINE,female,1958-08-09,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9R22UW6GV27,2023-10-07 00:00:00.000,01/01/2023,10/31/2023,3504 LAKE CT,,MARIACHESTER,NY,14246,,N,8237393774,511009662
601157170,58271-1YL0XD3EM86T,1021810707,LEWIS,A,MICHELLE,female,1959-10-14,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9CD4GH8DH97,,01/01/2023,05/31/2023,6288 MILL AVE,,RACHELVIEW,NY,14217,,N,3589460878,684633220
601157170,58271-1YL0XD3EM86T,1021810707,LEWIS,W,BOBBY,female,1959-02-28,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9CD4GH8DH97,,06/01/2023,07/31/2023,519 LINCOLN BLVD,,PORT LAURABURGH,NY,14257,,N,2324947995,684633220
601157170,58271-1YL0XD3EM86T,1021810707,LEWIS,N,RICHARD,female,1959-03-05,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,9CD4GH8DH97,,08/01/2023,08/31/2023,4582 LAKE AVE,,LAKE CHERYLVIEW,NY,14213,,N,3589460878,684633220
394330263,21493-9NC1H67VW62T,1024801925,PALMER,,JEREMY,female,1961-10-28,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,8RG2A59GF08,,01/01/2023,12/31/2023,7393 LINCOLN LN,,OLSONFURT,NY,14269,,N,3589460878,684633220
394330263,21493-9NC1H67VW62T,1024801925,PALMER,,EMMA,female,1961-09-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8RG2A59GF08,,01/01/2024,12/31/2024,6581 SUNSET PL,,RODRIGUEZMOUTH,NY,14200,,N,3589460878,684633220
394330263,21493-9NC1H67VW62T,1024801925,PALMER,,MATTHEW,female,1961-01-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8RG2A59GF08,,01/01/2025,12/31/2025,6906 JEROME ST,,WEST KRISTINAHAVEN,NY,14293,,N,3589460878,684633220
394330263,21493-9NC1H67VW62T,1024801925,PALMER,,FELICIA,female,1961-11-25,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,8RG2A59GF08,,01/01/2026,12/31/2099,8485 JEROME PL,,WEST CHRISMOUTH,NY,14230,,N,3589460878,684633220
437051477,57575-9Q64P05MV89T,1022250737,MANUEL,,KELLY,male,1956-08-18,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1U16U28EM79,2023-11-17 00:00:00.000,01/01/2023,06/30/2023,3001 CEDAR DR,,NATALIEVIEW,NY,14263,,N,8371019836,667564993
437051477,57575-9Q64P05MV89T,1022250737,MANUEL,,SUSAN,male,1956-09-10,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,1U16U28EM79,2023-11-17 00:00:00.000,09/01/2023,11/30/2023,5496 BOSTON AVE,,JACLYNBURY,NY,14246,,N,8371019836,667564993
965528974,96021-7YT7QU2QV53T,1019953391,CANASTRA,L,RHONDA,female,1954-12-16,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,6CE9KY7JM11,,11/01/2023,11/30/2023,6658 LAKE ST,,NORTH DANIELLE,NY,12076,,N,4300364508,406304617
430652183,98346-7IR2RR5FG19T,1019952307,HOSSAIN,,ANDREW,male,1952-08-28,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3MH5YV8AD87,,01/01/2023,12/31/2023,9667 PELHAM BLVD,,LAKE TONIVIEW,NY,14209,,N,6477220795,384802848
430652183,98346-7IR2RR5FG19T,1019952307,HOSSAIN,,CHRISTOPHER,male,1952-10-18,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3MH5YV8AD87,,01/01/2024,12/31/2024,5857 BROADWAY CT,,EAST JUSTIN,NY,14273,,N,6477220795,384802848
430652183,98346-7IR2RR5FG19T,1019952307,HOSSAIN,,NICHOLAS,male,1952-09-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3MH5YV8AD87,,01/01/2025,12/31/2025,7279 FLATBUSH DR,,SOUTH JAMESMOUTH,NY,14274,,N,6477220795,384802848
430652183,98346-7IR2RR5FG19T,1019952307,HOSSAIN,,ROBERT,male,1952-03-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3MH5YV8AD87,,01/01/2026,12/31/2099,4993 LAKE LN,,NEW JOSHUA,NY,14225,,N,6477220795,384802848
264231995,49696-9S47FP7SU03T,1019952320,GUERTIN,P,JOSHUA,female,1973-04-15,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2W98VT5PP29,,01/01/2023,03/31/2023,8663 VALLEY AVE,,KATHERINESTAD,NY,14230,,N,7405286793,384802848
264231995,49696-9S47FP7SU03T,1019952320,GUERTIN,S,KELLY,female,1973-06-20,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2W98VT5PP29,,01/01/2024,12/31/2024,6521 ELM TER,,NORTH ELIZABETH,NY,14259,,N,7405286793,384802848
264231995,49696-9S47FP7SU03T,1019952320,GUERTIN,M,BARBARA,female,1973-07-17,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2W98VT5PP29,,01/01/2025,12/31/2025,8067 PINE DR,,NORTH MARIA,NY,14290,,N,7405286793,384802848
264231995,49696-9S47FP7SU03T,1019952320,GUERTIN,N,LISA,female,1973-12-13,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,2W98VT5PP29,,01/01/2026,12/31/2099,8173 BOSTON AVE,,NORTH MARIA,NY,14226,,N,7405286793,384802848
264231995,49696-9S47FP7SU03T,1019952320,GUERTIN,N,WILLIAM,female,1973-09-22,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2W98VT5PP29,,04/01/2023,12/31/2023,8335 LINCOLN DR,,THOMASLAND,NY,14234,,N,7405286793,384802848
841900945,90860-4UB3FY3LQ36T,1025121855,ANSELMI,C,SAMANTHA,male,2001-07-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YF0VC7NK01,,01/01/2025,04/30/2025,5155 PINE PL,APT 16C,PORT JAMIECHESTER,NY,11726,,N,2830261381,824581849
841900945,90860-4UB3FY3LQ36T,1025121855,ANSELMI,T,KELSEY,male,2001-08-09,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,1YF0VC7NK01,,05/01/2025,06/30/2025,342 RIDGE PL,APT 10A,LAKE ANNVIEW,NY,11734,,N,2830261381,824581849
453706720,19926-5TX7T63QU40T,1022286350,JONES,K,JESSICA,female,1956-09-06,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3XJ2W60JP87,,01/01/2025,03/31/2025,7683 HILL TER,,SOUTH RYAN,NY,14686,,N,7519739778,667564993
453706720,19926-5TX7T63QU40T,1022286350,JONES,K,MICHEAL,female,1956-12-08,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3XJ2W60JP87,,02/01/2024,10/31/2024,2045 BROOK RD,,DAWNBOROUGH,NY,14682,,N,8371019836,667564993
453706720,19926-5TX7T63QU40T,1022286350,JONES,G,ANGELA,female,1956-01-28,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3XJ2W60JP87,,11/01/2024,12/31/2024,9847 BROOK ST,,PORT JESSICACHESTER,NY,14681,,N,7519739778,667564993
487864873,11454-3S70EL3EW76T,1019952481,MALCOLM,W,VINCENT,female,1956-01-19,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,3W83XP5DF71,,01/01/2023,12/31/2023,6325 PARK BLVD,,PORT COLINBERG,NY,11237,,N,1455081726,467348246
487864873,11454-3S70EL3EW76T,1019952481,MALCOLM,N,GREGORY,female,1956-12-15,UHC Dual Complete NY-S002 (HMO-POS D-SNP),H6288,014,H2213-589,3W83XP5DF71,,01/01/2024,03/31/2024,7211 VALLEY WAY,,NEW CHRISTOPHER,NY,11247,,N,1455081726,467348246
487864873,11454-3S70EL3EW76T,1019952481,MALCOLM,D,TONI,female,1956-02-11,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,3W83XP5DF71,,01/01/2025,12/31/2025,1721 CEDAR RD,,LIUTON,NY,11220,,N,1455081726,467348246
487864873,11454-3S70EL3EW76T,1019952481,MALCOLM,E,MARTIN,female,1956-05-16,UHC Dual Complete NY-S001 (PPO D-SNP),H8681,063,H2272-523,3W83XP5DF71,,01/01/2026,12/31/2099,2764 CEDAR ST,,PORT NATHANIELFORT,NY,11267,,N,1455081726,467348246
453048349,91436-4M49BG6VS87T,1024802755,KAMENS,L,TERESA,female,1963-06-19,UnitedHealthcare Dual Complete Plan 1 (HMO-POS D-SNP),H6288,014,H2213-589,2Q18CK6GJ56,,01/01/2023,12/31/2023,3240 LEXINGTON TER,,ASHLEYVIEW,NY,14073,,N,9726735115,684633220
